state,district,latitude,longitude,date,rainfall_mm,river_level_mm
Bihar,Aurangabad,27.252,86.1173,09-07-2024,119.3,5196
Karnataka,Belagavi,13.8941,76.0831,17-08-2024,145.8,4477
Kerala,Hubballi,10.0595,77.7714,19-08-2024,93.9,4020
Uttar Pradesh,Howrah,28.0097,81.0864,20-08-2024,86.0,4843
Karnataka,Nashik,15.8086,76.7164,09-09-2024,61.7,4083
Kerala,Ajmer,9.8695,76.7155,10-11-2024,14.8,3992
Assam,Hubballi,25.1966,91.925,07-08-2024,11.9,4033
Uttar Pradesh,Udaipur,25.606,82.2679,16-06-2024,101.1,4749
Odisha,Madurai,20.5454,84.5991,23-09-2024,85.1,4355
Karnataka,Mysuru,15.7639,76.4087,26-08-2024,34.4,3352
Odisha,Bhagalpur,21.9391,83.5939,18-11-2024,14.0,3773
Karnataka,Gwalior,15.5344,74.7753,09-08-2024,61.2,3983
West Bengal,Warangal,21.848,89.4612,18-10-2024,0.0,4014
Kerala,Kota,10.14,75.2468,04-06-2024,16.6,3915
Tamil Nadu,Jabalpur,9.9315,80.1326,26-11-2024,0.0,3343
Karnataka,Durgapur,14.3277,76.6423,04-06-2024,28.6,3502
West Bengal,Jabalpur,22.1069,88.4653,25-07-2024,42.8,3845
Odisha,Muzaffarpur,22.3318,86.07,08-08-2024,36.7,3898
Kerala,Ujjain,10.708,77.3795,27-06-2024,86.4,4488
Maharashtra,Udaipur,18.3979,76.446,22-06-2024,90.2,4072
West Bengal,Darbhanga,23.311,88.5499,10-09-2024,57.5,4249
Karnataka,Agra,16.5221,74.3692,11-07-2024,65.6,3743
West Bengal,Muzaffarpur,23.0901,88.1043,31-10-2024,26.5,4188
Kerala,Indore,8.6688,75.7624,04-07-2024,12.2,3458
Kerala,Mumbai,10.0869,76.7756,03-07-2024,127.0,5167
West Bengal,Aurangabad,23.0546,89.1387,03-09-2024,135.0,4804
Gujarat,Lucknow,22.0651,70.386,18-11-2024,0.0,3427
Tamil Nadu,Aurangabad,10.3937,78.0582,26-06-2024,31.2,3469
Assam,Coimbatore,24.886,91.5171,20-08-2024,26.2,4634
Odisha,Coimbatore,20.599,84.7699,23-06-2024,71.6,4670
Odisha,Durgapur,22.2465,85.8687,10-10-2024,8.2,3804
Gujarat,Lucknow,22.4925,69.916,14-06-2024,42.0,3494
Tamil Nadu,Hubballi,10.6308,79.7487,17-10-2024,2.5,3205
Assam,Aurangabad,26.7889,90.4686,07-09-2024,140.1,5575
Bihar,Gwalior,24.6544,86.7432,26-07-2024,138.8,5833
Karnataka,Gwalior,14.2157,76.8508,10-08-2024,68.7,3673
Maharashtra,Bhagalpur,19.4364,74.3503,24-10-2024,0.0,3294
Bihar,Kolkata,25.8626,84.4149,20-09-2024,15.1,3718
Karnataka,Ajmer,15.2443,74.8889,18-07-2024,109.7,4599
Uttar Pradesh,Agra,28.1379,79.6928,20-10-2024,18.6,3707
Gujarat,Gaya,22.1726,71.5927,29-08-2024,88.4,4157
Gujarat,Madurai,21.1442,71.2455,20-06-2024,16.3,3489
Bihar,Karimnagar,25.0551,83.8802,27-08-2024,61.3,4460
Tamil Nadu,Jaipur,10.4713,78.7333,13-10-2024,1.2,3709
Tamil Nadu,Trichy,10.9355,78.9499,28-09-2024,137.4,5240
Odisha,Coimbatore,19.4032,83.4163,13-10-2024,2.4,3750
Maharashtra,Kota,20.7227,76.5837,30-10-2024,25.5,4127
Assam,Nagpur,25.879,91.0904,15-10-2024,6.6,3974
Kerala,Howrah,11.41,75.4046,17-08-2024,66.7,4112
Tamil Nadu,Nashik,12.4431,79.4373,22-08-2024,4.2,3672
Kerala,Ujjain,11.2663,76.2182,15-11-2024,4.6,3460
West Bengal,Kolkata,22.6289,89.6514,02-08-2024,56.5,3797
Kerala,Warangal,8.6931,77.1047,31-07-2024,115.7,5215
West Bengal,Patna,23.3079,87.4717,01-06-2024,83.7,4551
Gujarat,Salem,23.4665,70.0887,27-10-2024,0.0,3281
Karnataka,Nizamabad,14.4695,75.0628,19-08-2024,4.8,3233
Tamil Nadu,Chennai,11.247,80.1167,12-11-2024,13.1,3402
Maharashtra,Gwalior,19.5783,77.1457,27-07-2024,96.2,4266
Bihar,Nizamabad,26.679,85.5201,04-11-2024,12.9,3916
Kerala,Alwar,9.6221,75.2524,29-08-2024,33.5,3715
Uttar Pradesh,Udaipur,26.5472,82.1064,30-09-2024,55.3,3935
Odisha,Nizamabad,19.9807,84.1897,10-08-2024,81.3,5055
Karnataka,Aurangabad,15.3175,76.4846,19-11-2024,9.1,3692
Bihar,Salem,26.2987,84.7424,13-09-2024,100.2,4232
Maharashtra,Kota,19.5351,75.7398,30-10-2024,27.1,4124
West Bengal,Varanasi,23.2156,89.8854,10-10-2024,2.9,3567
Odisha,Madurai,21.5162,83.1364,02-10-2024,0.0,3708
Kerala,Siliguri,11.136,75.8467,01-09-2024,106.5,4116
Maharashtra,Patna,18.2792,74.5672,26-07-2024,110.9,4791
Odisha,Bhopal,20.1545,84.2963,03-09-2024,83.8,4394
Tamil Nadu,Ajmer,11.3866,78.6504,13-07-2024,80.9,4057
Assam,Kota,25.3684,90.4415,17-07-2024,69.2,4819
West Bengal,Hubballi,23.0757,87.1499,08-08-2024,81.2,4061
Maharashtra,Hyderabad,20.3663,75.354,25-06-2024,92.4,4553
West Bengal,Prayagraj,23.9632,89.2092,16-08-2024,40.2,4166
Odisha,Udaipur,22.1435,85.2973,10-09-2024,53.2,4062
Tamil Nadu,Darbhanga,10.1705,79.179,24-08-2024,17.8,3564
Odisha,Gaya,20.6926,83.4169,08-06-2024,156.9,5050
Kerala,Darbhanga,10.4258,75.3523,02-06-2024,91.9,4163
Assam,Alwar,25.7759,90.5055,18-06-2024,25.1,4622
Bihar,Pune,24.4513,83.9641,20-07-2024,69.6,4830
Kerala,Aurangabad,9.0993,75.0046,05-10-2024,2.8,3572
West Bengal,Bengaluru,22.2382,87.6149,05-06-2024,0.0,3802
Bihar,Darbhanga,25.1442,84.6764,24-09-2024,62.7,4658
West Bengal,Hubballi,22.1184,88.6968,03-11-2024,0.0,3510
Uttar Pradesh,Trichy,27.8452,79.7467,10-11-2024,0.0,3803
Assam,Karimnagar,24.7371,92.1833,09-09-2024,13.9,4307
Tamil Nadu,Madurai,12.546,78.3302,05-06-2024,107.6,4202
Odisha,Jabalpur,22.1482,84.948,06-09-2024,0.0,3584
West Bengal,Muzaffarpur,22.3341,88.6507,16-07-2024,0.0,3787
West Bengal,Siliguri,21.3725,87.3678,22-08-2024,0.0,3732
Assam,Darbhanga,25.7036,92.5604,17-06-2024,27.5,4097
West Bengal,Bhagalpur,22.6227,89.7974,16-06-2024,53.4,4167
Kerala,Muzaffarpur,10.6436,77.7374,22-08-2024,0.0,3553
Odisha,Siliguri,21.7178,85.7999,09-10-2024,0.0,3594
Assam,Bhagalpur,25.8495,90.2221,28-11-2024,5.3,4074
Bihar,Nagpur,24.9968,84.8819,13-07-2024,0.0,3627
Kerala,Siliguri,10.9842,77.769,24-10-2024,0.0,3554
Tamil Nadu,Aurangabad,9.6334,77.3255,05-10-2024,19.0,3780
Uttar Pradesh,Asansol,28.0823,80.9849,09-07-2024,119.2,4681
Kerala,Varanasi,10.8996,75.9507,24-07-2024,63.2,3919
Assam,Varanasi,26.2442,92.1728,22-07-2024,39.3,4625
Maharashtra,Coimbatore,19.2525,74.2402,10-10-2024,0.0,3506
Karnataka,Indore,16.5509,74.5022,23-11-2024,9.9,3553
Bihar,Nizamabad,24.9318,83.8184,03-06-2024,50.1,4635
West Bengal,Indore,23.563,87.4998,09-08-2024,70.3,4390
West Bengal,Alwar,22.7104,89.1844,27-08-2024,30.3,4348
Assam,Lucknow,25.8688,91.1495,11-10-2024,1.3,4449
Gujarat,Ajmer,23.2567,71.7937,20-10-2024,0.0,3690
Maharashtra,Nagpur,18.9905,75.9821,15-08-2024,48.8,3671
Uttar Pradesh,Kanpur,28.2389,80.1615,20-09-2024,13.0,3794
Assam,Kanpur,24.7615,91.9458,18-10-2024,0.0,4161
Maharashtra,Varanasi,18.6469,75.9937,08-08-2024,63.3,3893
Kerala,Karimnagar,10.6292,76.2838,07-07-2024,96.6,4726
Karnataka,Mangaluru,14.9055,75.6208,30-06-2024,5.9,3620
Uttar Pradesh,Bengaluru,25.3758,81.8941,14-06-2024,77.5,4450
West Bengal,Durgapur,22.9624,88.9355,21-08-2024,42.4,4069
Karnataka,Warangal,16.4791,76.609,09-06-2024,40.3,3450
Maharashtra,Khammam,18.4641,75.7208,05-10-2024,23.7,3605
Kerala,Muzaffarpur,8.7017,77.4111,01-09-2024,11.7,3932
Assam,Asansol,24.7889,92.0815,29-08-2024,79.6,4902
Bihar,Nashik,26.355,85.7542,10-07-2024,27.7,4234
Maharashtra,Khammam,18.7958,77.098,10-07-2024,72.2,4266
West Bengal,Durgapur,23.5339,88.0036,06-10-2024,0.0,4019
West Bengal,Udaipur,23.3021,88.3144,08-06-2024,83.3,4320
Karnataka,Nashik,15.2062,76.226,20-11-2024,6.2,3592
Bihar,Nashik,25.4736,83.84,28-07-2024,108.9,4199
Karnataka,Bengaluru,15.4126,76.1365,14-06-2024,85.5,3973
Karnataka,Mangaluru,15.4183,76.1726,14-09-2024,88.5,3979
Gujarat,Mumbai,23.4855,69.9168,22-07-2024,165.4,5322
Odisha,Bengaluru,19.6465,85.2104,27-06-2024,61.9,4245
Maharashtra,Lucknow,18.5002,74.7509,20-07-2024,50.7,3916
Odisha,Kanpur,21.509,83.1529,06-10-2024,0.0,3965
Kerala,Prayagraj,9.2297,77.6838,26-07-2024,90.9,4781
Gujarat,Kanpur,21.5276,72.6074,05-10-2024,0.0,3131
Odisha,Ujjain,21.5874,83.5347,10-06-2024,71.9,4662
Bihar,Agra,25.2185,86.1683,05-09-2024,61.4,4237
West Bengal,Lucknow,22.7084,87.2067,13-09-2024,114.9,4339
Gujarat,Jaipur,22.8206,70.9757,15-08-2024,67.5,3616
Gujarat,Madurai,22.6887,71.5439,05-07-2024,19.8,3446
Maharashtra,Siliguri,19.9214,76.5837,15-09-2024,71.5,4420
Gujarat,Pune,21.2456,70.5938,06-09-2024,73.0,4740
Bihar,Ujjain,25.1746,86.608,19-10-2024,41.2,4197
Kerala,Bhopal,9.9053,76.8116,03-07-2024,54.6,4299
Maharashtra,Hubballi,20.8766,74.8792,21-06-2024,51.7,4105
Maharashtra,Kota,18.7883,75.2626,22-10-2024,14.2,3836
Odisha,Alwar,22.1867,85.2826,26-11-2024,0.0,4062
Assam,Nashik,24.979,91.3637,17-06-2024,26.2,4679
Uttar Pradesh,Durgapur,27.803,80.9694,02-11-2024,21.0,3755
Tamil Nadu,Jabalpur,10.4788,78.1042,13-08-2024,88.9,4105
Gujarat,Belagavi,22.9854,72.458,14-08-2024,36.8,3492
Gujarat,Chennai,22.1203,70.3592,26-10-2024,35.0,3713
Uttar Pradesh,Nizamabad,28.2576,79.6787,28-11-2024,0.4,3966
Assam,Darbhanga,24.9326,91.7525,23-07-2024,139.5,6013
Gujarat,Durgapur,22.424,71.271,13-08-2024,95.9,4028
Kerala,Durgapur,11.0054,77.9401,24-06-2024,31.8,3708
Tamil Nadu,Nizamabad,11.1297,77.6948,28-09-2024,61.0,4058
Bihar,Patna,24.6231,85.1943,05-06-2024,23.0,4260
Bihar,Coimbatore,26.4767,84.6918,31-10-2024,15.0,3803
West Bengal,Asansol,22.2939,87.0564,08-11-2024,0.0,3437
West Bengal,Kanpur,21.7576,87.7014,04-10-2024,13.0,4121
Assam,Alwar,24.7516,91.543,05-11-2024,13.3,4218
Uttar Pradesh,Karimnagar,26.2309,82.0375,04-11-2024,13.4,3683
Odisha,Howrah,20.2174,84.9107,29-08-2024,132.4,4877
Kerala,Kolkata,9.6163,77.8288,28-11-2024,0.0,3468
Kerala,Jaipur,10.4922,76.8114,08-10-2024,15.6,3664
Kerala,Bhopal,9.1485,76.4306,27-10-2024,20.5,3748
Maharashtra,Aurangabad,18.4305,74.7277,24-07-2024,22.9,3653
Tamil Nadu,Mysuru,10.9828,79.1132,30-06-2024,52.2,3828
Assam,Udaipur,26.5544,91.4187,16-11-2024,13.6,4066
Bihar,Jabalpur,25.0667,85.4197,23-10-2024,24.4,3893
West Bengal,Varanasi,23.7346,87.4015,21-10-2024,13.1,3942
Karnataka,Lucknow,16.3974,74.4677,22-07-2024,108.2,4086
Odisha,Mysuru,20.8204,83.6319,01-07-2024,39.4,4149
Gujarat,Pune,23.0734,71.1429,17-09-2024,0.0,3461
Odisha,Jaipur,20.1471,84.8772,27-09-2024,27.0,4469
Karnataka,Pune,14.6,76.8448,05-06-2024,50.4,3578
Odisha,Gwalior,20.439,85.6798,18-07-2024,49.2,4091
Uttar Pradesh,Lucknow,25.8043,79.8823,30-06-2024,103.7,4404
Gujarat,Agra,23.2865,71.7665,24-08-2024,103.7,4132
Uttar Pradesh,Howrah,28.2537,80.2183,16-09-2024,94.2,4904
Kerala,Mangaluru,11.3555,77.1381,13-06-2024,22.9,3708
Bihar,Mangaluru,24.6738,85.1006,08-06-2024,68.8,4838
Bihar,Prayagraj,25.7726,84.6189,16-10-2024,21.7,4166
Assam,Trichy,25.1163,92.658,09-10-2024,9.1,4322
Karnataka,Kota,15.1861,75.6112,25-11-2024,2.3,3417
Odisha,Nashik,21.1077,85.9317,05-11-2024,1.1,3667
Uttar Pradesh,Kota,26.0787,79.884,29-10-2024,19.7,4049
Karnataka,Belagavi,14.0716,75.9237,20-09-2024,0.0,3448
Karnataka,Karimnagar,15.3979,76.7982,19-09-2024,50.2,4410
Gujarat,Nizamabad,23.0734,69.9621,02-10-2024,49.7,3804
Assam,Indore,26.4395,91.9346,11-11-2024,0.0,4309
Assam,Aurangabad,25.9943,91.6759,16-10-2024,15.1,4612
Uttar Pradesh,Asansol,26.4862,81.1114,11-07-2024,105.0,4794
Karnataka,Lucknow,14.2517,76.5838,29-07-2024,80.3,4146
Karnataka,Kolkata,15.9361,75.2036,09-07-2024,106.7,4160
Tamil Nadu,Alwar,12.5483,77.9819,25-08-2024,84.9,3578
Odisha,Nashik,21.3364,85.3928,26-08-2024,63.7,4467
Karnataka,Udaipur,14.1635,75.1648,05-10-2024,9.7,3173
West Bengal,Salem,22.2451,89.8037,25-09-2024,54.4,3923
Tamil Nadu,Aurangabad,12.1585,79.4916,25-10-2024,15.4,3865
West Bengal,Jaipur,23.5592,87.5631,02-07-2024,52.1,3817
Assam,Nagpur,26.861,92.1125,26-07-2024,58.6,4397
Gujarat,Coimbatore,20.9281,70.8494,03-11-2024,0.0,3389
West Bengal,Karimnagar,23.9308,89.5926,03-08-2024,50.2,3953
Tamil Nadu,Patna,11.5049,78.3254,11-07-2024,138.5,5202
Uttar Pradesh,Jabalpur,27.6789,80.9737,01-07-2024,32.0,4092
Assam,Kanpur,25.9062,93.1776,13-09-2024,74.5,5258
Bihar,Bhopal,26.4364,84.5617,24-06-2024,96.6,4691
Assam,Varanasi,26.132,93.0391,11-07-2024,85.0,4559
Bihar,Alwar,26.291,85.6618,16-06-2024,38.9,3920
Odisha,Ajmer,20.2886,85.3964,09-08-2024,98.0,3970
Maharashtra,Kota,19.3718,75.0714,11-07-2024,17.5,3480
Bihar,Mysuru,25.9724,86.6494,21-06-2024,28.8,4160
Gujarat,Warangal,23.7135,71.6175,13-10-2024,38.9,3870
Tamil Nadu,Darbhanga,10.4007,77.9041,09-07-2024,103.8,4285
Bihar,Indore,25.359,83.8893,04-10-2024,15.1,3882
Karnataka,Kota,14.2711,75.561,20-07-2024,19.5,3502
Kerala,Chennai,9.3982,76.4783,14-07-2024,97.2,4419
Maharashtra,Mumbai,19.9753,74.2143,21-10-2024,20.7,3773
Assam,Ujjain,26.3822,92.2108,12-08-2024,71.8,4294
Bihar,Mumbai,26.3698,84.487,13-08-2024,66.3,4213
Gujarat,Durgapur,23.0945,71.9916,08-10-2024,0.0,3316
Odisha,Hubballi,22.328,83.1644,29-08-2024,34.0,3919
Odisha,Trichy,22.2689,85.7745,02-10-2024,25.9,4009
Tamil Nadu,Coimbatore,11.4443,78.5737,04-10-2024,0.0,3287
Kerala,Bhopal,11.135,77.5361,11-07-2024,33.7,3540
West Bengal,Muzaffarpur,21.3083,89.2044,23-09-2024,33.7,3765
Kerala,Mumbai,10.2874,75.6735,17-06-2024,66.7,3830
Uttar Pradesh,Gaya,27.2488,80.88,09-07-2024,9.0,3784
Karnataka,Hubballi,15.3189,74.5242,08-08-2024,70.1,4135
Uttar Pradesh,Nizamabad,26.3343,80.898,08-11-2024,20.2,3770
Karnataka,Hubballi,16.3588,74.8135,13-08-2024,48.6,3924
Kerala,Chennai,9.1607,76.208,21-08-2024,98.2,4590
Karnataka,Hyderabad,16.6506,75.8532,21-07-2024,35.3,3668
Uttar Pradesh,Aurangabad,28.0603,82.0336,08-06-2024,40.2,4051
Bihar,Mysuru,24.6299,86.0798,22-11-2024,6.6,4091
Gujarat,Kolkata,21.7809,71.9813,06-06-2024,75.2,3843
Odisha,Kanpur,19.9532,85.2775,22-11-2024,21.6,3621
West Bengal,Udaipur,21.7769,89.8611,04-10-2024,0.0,3464
Tamil Nadu,Varanasi,10.1249,78.5598,09-07-2024,26.4,3438
West Bengal,Jaipur,23.6251,89.2,05-06-2024,14.8,3519
Maharashtra,Trichy,20.0089,74.6942,15-08-2024,83.7,4108
West Bengal,Trichy,21.5277,88.3058,25-09-2024,43.0,4529
Uttar Pradesh,Indore,26.8218,81.4127,08-07-2024,131.0,4981
Uttar Pradesh,Prayagraj,28.2772,82.0344,03-07-2024,10.8,3637
Kerala,Kolkata,9.2026,76.248,28-09-2024,141.0,5309
Gujarat,Gaya,23.7265,72.3341,10-09-2024,77.3,4677
Gujarat,Hyderabad,21.9034,71.7633,21-06-2024,33.7,3639
Tamil Nadu,Gaya,11.6275,79.135,31-10-2024,18.1,3187
Uttar Pradesh,Bhagalpur,27.5195,81.643,23-10-2024,0.0,3665
Kerala,Agra,8.7523,76.1535,15-06-2024,51.4,3911
Kerala,Nagpur,9.1806,77.6464,01-11-2024,16.2,3579
Kerala,Kolkata,9.6386,75.8103,25-11-2024,32.8,3770
Assam,Salem,25.9871,92.2415,27-10-2024,0.0,3847
Uttar Pradesh,Muzaffarpur,27.1321,79.9936,27-07-2024,0.0,3931
Bihar,Kanpur,25.3781,85.3392,31-10-2024,11.8,3901
Bihar,Darbhanga,26.4111,85.9838,22-06-2024,70.2,4099
Maharashtra,Indore,20.4824,77.0619,29-06-2024,81.9,4235
Maharashtra,Khammam,19.3128,75.684,19-06-2024,117.7,4248
Uttar Pradesh,Bengaluru,28.1908,80.9725,06-07-2024,85.1,4635
Maharashtra,Jaipur,20.9826,75.4321,02-07-2024,39.1,3955
Tamil Nadu,Howrah,12.576,77.3723,14-08-2024,92.4,4070
Uttar Pradesh,Kota,26.8898,79.4218,20-09-2024,82.2,4576
Uttar Pradesh,Bhopal,27.2667,80.6239,22-07-2024,72.7,4990
Uttar Pradesh,Nagpur,28.1143,79.9691,23-11-2024,27.6,3909
Kerala,Hyderabad,11.1543,77.4307,21-08-2024,0.0,3617
Kerala,Agra,8.6736,75.0194,09-08-2024,65.6,4357
Maharashtra,Hubballi,18.333,75.3105,23-09-2024,44.3,3700
Karnataka,Udaipur,13.8292,76.2528,20-09-2024,39.4,3470
Tamil Nadu,Jabalpur,11.1216,79.2374,17-09-2024,64.6,3701
Tamil Nadu,Aurangabad,10.0257,78.1501,26-09-2024,12.7,3296
Maharashtra,Pune,19.537,76.8789,26-06-2024,54.2,4346
Odisha,Nizamabad,22.0787,85.2892,20-10-2024,0.0,4012
Odisha,Kolkata,21.0397,83.1249,03-10-2024,15.7,4143
Bihar,Lucknow,25.6033,84.1655,20-11-2024,23.4,3868
Tamil Nadu,Jabalpur,10.3389,79.1064,05-09-2024,59.5,3768
Odisha,Gaya,20.4333,84.1012,04-11-2024,3.1,3649
Assam,Belagavi,27.2989,92.3607,08-09-2024,89.5,5023
West Bengal,Pune,23.4869,87.5116,10-11-2024,2.7,3815
Bihar,Karimnagar,26.895,85.093,19-10-2024,6.9,3917
Assam,Kolkata,25.7818,92.7924,08-11-2024,7.1,3977
Odisha,Gaya,21.9073,84.9904,01-06-2024,60.8,4466
Bihar,Khammam,25.1722,86.6689,02-11-2024,20.8,4061
Karnataka,Mangaluru,16.3732,76.438,15-10-2024,3.8,3459
Kerala,Kota,9.446,75.3778,13-07-2024,52.6,4062
Bihar,Indore,24.4911,86.2479,18-08-2024,133.8,4770
Karnataka,Chennai,15.922,76.3176,09-08-2024,106.4,4569
Maharashtra,Jaipur,18.3889,76.1072,02-10-2024,0.0,3498
Karnataka,Hyderabad,15.8478,74.5108,02-11-2024,13.5,3731
Odisha,Mangaluru,20.7709,84.5765,20-08-2024,28.9,3974
Assam,Varanasi,27.3491,91.7607,15-07-2024,138.0,5230
Bihar,Kolkata,25.6442,85.5291,17-08-2024,88.8,5335
Gujarat,Mangaluru,21.7734,72.1352,11-11-2024,12.0,3792
Gujarat,Nashik,22.6472,70.4145,29-08-2024,80.4,4814
Odisha,Aurangabad,19.5633,83.8002,07-11-2024,8.6,3546
Tamil Nadu,Coimbatore,12.2806,77.7192,25-07-2024,43.1,3380
Bihar,Ujjain,24.6972,85.0358,07-09-2024,73.6,4915
Kerala,Varanasi,11.3671,75.4785,24-07-2024,15.1,3688
Uttar Pradesh,Kanpur,27.8789,80.0228,15-11-2024,22.0,3809
Karnataka,Pune,15.957,74.6027,08-09-2024,73.9,4342
Karnataka,Salem,15.4558,76.1402,12-11-2024,13.6,3204
West Bengal,Alwar,23.5545,89.0167,12-07-2024,47.3,3957
Odisha,Warangal,22.2704,84.713,09-07-2024,18.7,4091
Karnataka,Karimnagar,15.3854,75.1011,17-09-2024,144.7,4281
Maharashtra,Kanpur,20.4889,74.5751,15-10-2024,41.7,3630
Kerala,Bhagalpur,11.0915,76.9432,05-08-2024,2.4,3347
Uttar Pradesh,Alwar,25.3098,82.1296,12-11-2024,33.1,3889
Assam,Nashik,26.1397,91.2734,02-10-2024,0.0,3998
West Bengal,Chennai,24.055,87.9098,22-06-2024,43.5,3741
Assam,Hubballi,26.9784,91.7194,02-10-2024,1.8,4018
Kerala,Alwar,8.8765,77.4397,30-07-2024,43.4,4075
Tamil Nadu,Siliguri,12.178,79.2988,07-11-2024,15.6,3356
Gujarat,Lucknow,22.149,71.9123,06-07-2024,113.1,4975
Uttar Pradesh,Bhagalpur,26.1856,80.8991,30-10-2024,0.0,3866
Uttar Pradesh,Karimnagar,26.4652,80.1248,03-06-2024,44.6,4001
Uttar Pradesh,Kanpur,27.4643,82.0162,30-09-2024,47.8,4336
Assam,Pune,27.1232,93.1951,01-09-2024,92.3,5720
Maharashtra,Kanpur,19.2046,74.6703,19-09-2024,40.0,4280
Karnataka,Prayagraj,15.3775,75.1723,26-09-2024,100.3,3911
Assam,Siliguri,26.3159,92.7981,07-09-2024,63.5,4636
Karnataka,Patna,16.1716,74.9504,23-08-2024,58.7,3995
Assam,Asansol,26.0024,91.348,15-10-2024,0.0,3895
Karnataka,Aurangabad,15.5282,76.0003,06-09-2024,78.6,4232
Maharashtra,Kolkata,19.7425,75.4373,23-08-2024,64.1,3795
Tamil Nadu,Warangal,11.2951,77.4125,05-07-2024,94.7,4435
Tamil Nadu,Kanpur,10.0711,79.1415,11-11-2024,29.2,3589
Odisha,Gaya,21.1557,83.4344,28-08-2024,68.8,4135
Tamil Nadu,Kolkata,12.058,78.5565,03-11-2024,24.5,3348
Gujarat,Prayagraj,21.0337,72.0573,05-08-2024,132.3,4253
Gujarat,Belagavi,21.5079,72.3587,09-07-2024,63.1,3814
Odisha,Khammam,21.822,84.8418,01-07-2024,91.1,4968
Maharashtra,Karimnagar,18.2793,74.8819,24-07-2024,83.8,3836
West Bengal,Patna,22.0274,88.7916,09-09-2024,86.3,4260
Karnataka,Pune,16.2304,76.7839,02-06-2024,8.1,3284
West Bengal,Madurai,23.7146,88.3386,10-07-2024,0.0,3649
Maharashtra,Alwar,21.0388,77.1588,12-08-2024,105.0,5259
Odisha,Hubballi,20.7575,83.7292,25-11-2024,24.4,3875
Uttar Pradesh,Belagavi,27.1599,81.9976,12-08-2024,18.6,3858
Kerala,Kanpur,10.7435,75.467,02-09-2024,69.6,4465
Tamil Nadu,Ajmer,11.2303,77.2942,06-11-2024,6.5,3148
Tamil Nadu,Salem,9.6826,78.9479,08-06-2024,94.9,4148
Gujarat,Mumbai,23.6917,70.4573,02-08-2024,49.3,4071
Bihar,Indore,27.1581,84.6364,23-11-2024,0.0,3892
Bihar,Madurai,27.3744,85.9002,14-08-2024,92.3,4195
Odisha,Nagpur,19.7605,85.1425,06-07-2024,83.3,4382
Odisha,Agra,20.2076,85.6008,23-08-2024,3.0,3853
Maharashtra,Varanasi,21.0544,76.0459,05-08-2024,64.1,4246
Assam,Pune,25.0227,90.7409,26-09-2024,33.9,4579
Uttar Pradesh,Chennai,27.9244,80.7876,04-07-2024,22.9,4191
Kerala,Mangaluru,9.9124,75.6234,20-10-2024,5.6,3911
Gujarat,Nizamabad,23.6905,69.9512,23-10-2024,1.0,3394
West Bengal,Karimnagar,23.0058,88.5919,23-09-2024,72.0,4222
Maharashtra,Lucknow,19.1919,76.3789,20-09-2024,13.3,4016
Tamil Nadu,Indore,11.9924,80.1885,14-09-2024,66.6,3726
Karnataka,Bhopal,16.2947,75.9153,13-07-2024,43.1,3279
Karnataka,Madurai,14.4281,74.849,27-11-2024,1.5,3740
Tamil Nadu,Indore,11.3551,77.8962,09-10-2024,17.7,3210
Gujarat,Khammam,21.5468,70.9439,28-08-2024,14.3,3843
Maharashtra,Asansol,20.8027,74.7258,23-08-2024,57.6,4634
Maharashtra,Kanpur,18.2269,74.8437,23-08-2024,10.7,3831
Tamil Nadu,Howrah,12.5123,77.2219,01-10-2024,27.0,3206
Odisha,Alwar,20.3968,85.264,28-09-2024,14.0,3979
Odisha,Bhopal,19.562,84.8774,26-08-2024,90.2,4887
Gujarat,Warangal,21.1222,72.3344,21-10-2024,25.9,4170
Tamil Nadu,Bhagalpur,11.7531,77.2248,09-07-2024,22.2,3149
Uttar Pradesh,Nagpur,27.4497,82.3251,23-11-2024,0.0,3902
Gujarat,Howrah,22.4435,71.779,22-06-2024,0.0,3283
Gujarat,Salem,23.6551,72.0518,27-09-2024,55.5,4177
Karnataka,Nashik,15.9164,76.5209,15-06-2024,45.5,3700
Kerala,Mysuru,11.4413,75.2184,27-08-2024,42.5,4482
Maharashtra,Nagpur,18.5122,74.9351,18-11-2024,0.0,3388
Gujarat,Gwalior,21.8661,70.0653,17-11-2024,13.2,3605
Maharashtra,Nagpur,19.1311,75.7102,20-11-2024,8.4,3313
Odisha,Mumbai,20.3843,83.696,13-10-2024,15.3,3726
Maharashtra,Mysuru,19.6022,74.7763,26-09-2024,49.4,4145
Karnataka,Hubballi,15.595,74.3975,24-08-2024,62.9,4005
West Bengal,Nagpur,22.2823,88.259,03-10-2024,23.2,3990
Maharashtra,Mysuru,20.9639,76.0629,27-07-2024,68.7,3785
Odisha,Asansol,20.5858,85.5789,02-11-2024,13.5,3938
Kerala,Ajmer,11.0932,76.0933,10-06-2024,83.3,4073
Karnataka,Hubballi,16.3133,75.7725,16-09-2024,32.6,3421
Assam,Alwar,26.7695,92.4209,05-10-2024,0.0,4055
West Bengal,Muzaffarpur,21.9256,88.882,26-07-2024,62.5,4125
Bihar,Madurai,26.9657,84.4439,10-10-2024,1.4,3797
Bihar,Ajmer,26.3916,85.644,18-11-2024,41.8,3996
Uttar Pradesh,Pune,27.6306,80.1394,02-07-2024,0.0,3830
Karnataka,Gwalior,15.2784,74.23,22-06-2024,17.4,3305
West Bengal,Asansol,23.8986,88.1251,19-06-2024,34.9,3893
